,tarea_id,creacion_tarea_grizzly,is_subtarea,parent_id,proyecto_id,duracion_total_planeada_tarea,duracion_real_total_tarea,id_registro_declaracion,fecha_registro_grizzly_empleado,fecha_tarea_empleado,duracion_parcial_tarea,fuente,empleado_id,creacion_proyecto_grizzly,team_id,duracion_total_planeada_projecto,duracion_real_total_projecto,creacion_team_grizzly,eliminacion_team_grizzly,fecha_subcripcion_empresa_grizzly,fecha_deshabilitacion_empresa_grizzly,estado,oferta,inicio_prueba_en,finalizacion_prueba_en,duracion_meses_team
1658041,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,f054407a-6fc3-4ce5-80d0-731ab216948f,2022-03-24 07:41:06.599905+00:00,2022-02-16,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658045,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,584a7872-19fb-4031-ab16-915b720deb6b,2022-03-24 07:42:52.258834+00:00,2022-02-21,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658044,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,e3340540-f844-42df-872c-aac2cb3f2302,2022-03-24 07:42:38.744633+00:00,2022-02-23,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658065,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,4331e01c-ff63-4d51-9b68-01f9ab5b5448,2022-03-04 09:33:07.815325+00:00,2022-02-28,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658064,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,df478dee-a35e-41f8-a756-300c8c042b47,2022-03-04 09:32:51.085610+00:00,2022-03-02,4.8,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658047,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,e018ef6a-fb92-43df-87ef-981a90d9e144,2022-03-24 07:44:45.028852+00:00,2022-03-07,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658046,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,54a5326f-499f-4d8c-8255-0185db6606a3,2022-03-24 07:44:14.134025+00:00,2022-03-09,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658049,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,169c0ec4-eabd-4878-b8c6-ad725a26a255,2022-03-24 07:45:59.818452+00:00,2022-03-14,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658048,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,122aa625-9d50-4656-8c11-f8039db624cb,2022-03-24 07:45:44.762759+00:00,2022-03-16,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658042,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,5c479d73-4060-4663-9d2a-b1ec1305dc38,2022-03-24 07:46:36.819389+00:00,2022-03-21,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658043,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,e7530194-4a2c-4ae6-a106-520e5c0d587e,2022-03-24 07:47:09.294512+00:00,2022-03-23,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658052,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,6af4b4d1-4cd6-45b3-a0a0-fe956357deb1,2022-03-31 07:04:45.596886+00:00,2022-03-28,3.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658050,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,86afef5d-befe-4d5a-bb5d-2189b9321654,2022-03-28 16:36:12.197136+00:00,2022-03-29,2.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658051,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,33b6b5ab-ae91-4576-b01a-7ada5477572f,2022-03-28 16:37:27.333830+00:00,2022-03-30,4.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658054,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,2e90ccd9-1e5d-44dd-8c62-33ed0caea814,2022-04-29 13:03:21.086110+00:00,2022-04-04,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658053,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,e5b0c70c-97ec-4d60-a995-f8ca97220a55,2022-04-04 17:11:20.123620+00:00,2022-04-04,2.0,bot,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658055,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,d5a07c83-0a18-40ed-85d3-4a91ef2fdd12,2022-04-29 13:04:06.364116+00:00,2022-04-06,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658057,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,51543f8d-f592-4e82-b815-20d2fa3d9e94,2022-04-29 13:08:56.887252+00:00,2022-04-11,4.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658056,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,6b8ed019-729e-415a-b14e-027fa89d0901,2022-04-29 13:08:40.199533+00:00,2022-04-12,7.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658061,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,bebba86c-e888-45ea-abfd-6ac9c91526c9,2022-04-29 13:07:52.889772+00:00,2022-04-13,6.5,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658059,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,bada3f12-7269-42c7-b294-721cf25a4ffa,2022-04-29 13:12:23.324988+00:00,2022-04-19,7.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658058,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,96fe5ed3-75b0-48fc-b452-85bd5963b5e7,2022-04-29 13:11:16.591564+00:00,2022-04-20,8.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658062,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,cff0bf64-2eb1-4a9e-98c0-e78572709930,2022-04-29 13:15:07.193275+00:00,2022-04-25,4.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
1658060,10fe3647-4ba7-47b9-8763-231a0ba26013,2021-11-08 16:25:49.327614+00:00,f,,bb8a17de-51c9-4179-bed8-38fac566adf9,96.0,351.5,bc428745-6dfe-4345-bfcb-37481994331e,2022-04-29 13:14:19.593839+00:00,2022-04-27,4.0,app,2ffd3ee3-7109-4e8b-bf14-d486b7d3aa82,2021-11-08 16:22:16.358541+00:00,114dab26-c8bb-4ee6-970b-1b9f973e6809,160.0,413.1,2021-10-18 09:32:10.230121+00:00,2023-06-25 00:00:00.407701+00:00,2022-11-19 14:36:11+00:00,2022-12-26 00:00:59.552770+00:00,disabled,time,2021-10-18 09:32:10.265153+00:00,,20.0
